Name;Producer;Grape;Classification;Alcohol;Year;Aging;Price
Castello di Ama Chianti Classico Gran Selezione San Lorenzo 2017;Castello di Ama;Blend Red;DOCG Chianti Classico Gran Selezione;13.50;2017;Aged in barrique;38.00
Poliziano Vino Nobile di Montepulciano Asinone 2017;Poliziano;Sangiovese Grosso;DOCG Vino Nobile di Montepulciano;15.00;2017;Aged in wood;41.50
La Rasina Brunello di Montalcino 2015;La Rasina;Sangiovese;DOCG Brunello di Montalcino;14.50;2015;Aged in barrique;40.26
Melini Chianti Classico La Selvanella Riserva 2015;Melini;Sangiovese;DOCG Chianti Classico Riserva ;14.50;2015;Aged in wood;16.09
Luce della Vite Luce 2017;Luce della Vite (Frescobaldi);Blend Red;IGT Toscano o Toscana;14.50;2017;Aged in barrique;98.82
Uggiano Chianti Fagiano Riserva 2017;Uggiano;Blend Red;DOCG Chianti Riserva;13.50;2017;Aged in barrique;9.89
Tua Rita Giusto di Notri 2018;Tua Rita;Blend Red;IGT Toscano o Toscana;14.50;2018;Aged in barrique;73.51
Duemani Altrovino 2017;Duemani;Blend Red;IGT Costa Toscana;14.00;2017;Aged in big casks;34.00
San Felice Brunello di Montalcino Campogiovanni 2016;San Felice;Sangiovese;DOCG Brunello di Montalcino;14.50;2016;Aged in barrique;30.00
Cecchi Val delle Rose Aurelio 2016;Cecchi;Blend Red;DOC Maremma Toscana Rosso;14.50;2016;No oak/wood;19.00
Leonardo da Vinci Morellino di Scansano 2017;Cantine Leonardo da Vinci;Sangiovese;DOCG Morellino di Scansano;13.50;2017;No oak/wood;9.76
Leonardo da Vinci Vitruviano Governo all'Uso Toscano 2019;Cantine Leonardo da Vinci;Blend Red;IGT Toscano o Toscana;13.00;2019;No oak/wood;9.89
Le Macioche Brunello di Montalcino Riserva 2013;Le Macioche;Sangiovese;DOCG Brunello di Montalcino Riserva;14.00;2013;Aged in barrique;69.00
Fattoria del Cerro Rosso di Montepulciano 2019;Tenute del Cerro;Blend Red;DOC Rosso di Montepulciano;13.50;2019;No oak/wood;7.32
Le Chiuse Rosso di Montalcino 2019;Le Chiuse;Sangiovese Grosso;DOC Rosso di Montalcino;14.00;2019;Aged in wood;18.50
Avignonesi Nobile di Montepulciano Poggetto di Sopra 2016;Avignonesi;Sangiovese;DOCG Vino Nobile di Montepulciano;13.50;2016;Aged in wood;48.80
Casanova di Neri Pietradonice 2017;Casanova di Neri;Cabernet Sauvignon;IGT Toscano o Toscana;15.00;2017;Aged in wood;73.16
Le Ripi Amore e Follia 2016;Podere Le Ripi;Blend Red;IGT Toscano o Toscana;14.00;2016;Aged in big casks;29.28
Cupano Brunello di Montalcino 2016;Cupano;Sangiovese;DOCG Brunello di Montalcino;14.00;2016;Aged in wood;99.00
Fattoria del Cerro Chianti Colli Senesi 2019;Tenute del Cerro;Blend Red;DOCG Chianti Colli Senesi;13.50;2019;Aged in barrique;8.10
Ricasoli 1141 Chianti Classico Gran Selezione Ceniprimo 2017;Ricasoli 1141;Sangiovese;DOCG Chianti Classico Gran Selezione;14.50;2017;Aged in wood;55.01
Poggio di Sotto Brunello di Montalcino 2016;Poggio di Sotto;Sangiovese;DOCG Brunello di Montalcino;13.50;2016;Aged in barrique;150.00
Petrolo Val d'Arno di Sopra Galatrona 2018;Petrolo;Merlot;DOC Valdarno di Sopra Rosso;14.50;2018;Aged in barrique;115.00
Castellare di Castellina Chianti Riserva 2018;Castellare di Castellina;Blend Red;DOCG Chianti Classico Riserva;14.00;2018;Aged in wood;24.50
Casanova di Neri Brunello di Montalcino 2016;Casanova di Neri;Sangiovese;DOCG Brunello di Montalcino;14.50;2016;Aged in barrique;55.00
Carpineta Fontalpino Chianti Selezione Dofana 2016;Carpineta Fontalpino;Sangiovese;DOCG Chianti Classico;13.50;2016;Aged in wood;28.67
Antinori Tignanello 2018;Tignanello (Antinori);Blend Red;IGT Toscano o Toscana;14.50;2018;Aged in barrique;101.26
Ribusieri Solaura 2017;Tenuta Ribusieri;Sangiovese;DOC Maremma Toscana Sangiovese;13.50;2017;Aged in wood;11.59
La Poderina Rosso di Montalcino 2019;La Poderina;Sangiovese;DOC Rosso di Montalcino;14.50;2019;Aged in barrique;11.50
Luce della Vite Brunello di Montalcino Luce 2016;Luce della Vite (Frescobaldi);Sangiovese;DOCG Brunello di Montalcino;15.00;2016;Aged in barrique;90.00
Grattamacco Bolgheri L'Alberello 2017;Grattamacco;Blend Red;DOC Bolgheri Rosso Superiore;14.50;2017;Aged in barrique;52.46
Val di Suga Brunello di Montalcino Vigna Spuntali 2015;Val di Suga (Angelini);Sangiovese Grosso;DOCG Brunello di Montalcino;14.50;2015;Aged in wood;62.22
Castello di Volpaia Chianti Classico Volpaia 2019;Castello di Volpaia;Blend Red;DOCG Chianti Classico;14.00;2019;Aged in barrique;16.49
Torre a Cona Chianti Colli Fiorentini Badia a Corte Riserva 2017;Torre a Cona;Blend Red;DOCG Chianti Colli Fiorentini Riserva;14.50;2017;Aged in wood;17.08
Castelvecchi Chianti Classico Capotondo 2017;Castelvecchi;Blend Red;DOCG Chianti Classico;13.50;2017;Aged in wood;13.58
Col D'Orcia Brunello di Montalcino Poggio al Vento Riserva 2013;Col d'Orcia;Sangiovese;DOCG Brunello di Montalcino Riserva;14.50;2013;Aged in wood;87.84
Felsina Maestro Raro Cabernet Sauvignon 2018;Felsina;Cabernet Sauvignon;IGT Toscano o Toscana;14.00;2018;Aged in barrique;32.50
San Felice Chianti Classico Gran Selezione Poggio Rosso 2016;San Felice;Blend Red;DOCG Chianti Classico Gran Selezione;13.50;2016;Aged in barrique;32.50
Frescobaldi Remole 2020;Marchesi Frescobaldi;Blend Red;IGT Toscano o Toscana;12.50;2020;No oak/wood;6.71
Poggio di Sotto Rosso di Montalcino 2017;Poggio di Sotto;Sangiovese;DOC Rosso di Montalcino;14.00;2017;Aged in wood;55.50
Cecchi Val delle Rose Morellino di Scansano Poggio al Leone Riserva 2016;Cecchi;Sangiovese;DOCG Morellino di Scansano Riserva;14.50;2016;Aged in barrique;18.91
Tenuta Sette Ponti Poggio al Lupo Morellino di Scansano 2019;Tenuta Sette Ponti;Sangiovese;DOCG Morellino di Scansano;13.50;2019;Aged in wood;8.99
Selvapiana Chianti Rufina 2019;Selvapiana;Blend Red;DOCG Chianti Rufina;13.00;2019;Aged in big casks;11.24
Geografico Brunello di Montalcino 2016;Agricoltori del Chianti Geografico;Sangiovese Grosso;DOCG Brunello di Montalcino;14.00;2016;Aged in wood;27.00
Braccesca Rosso di Montepulciano Sabazio 2019;La Braccesca (Antinori);Blend Red;DOC Rosso di Montepulciano;14.00;2019;No oak/wood;7.99
Geografico Chianti Classico Contessa di Radda Riserva 2016;Agricoltori del Chianti Geografico;Blend Red;DOCG Chianti Classico Riserva;14.00;2016;Aged in barrique;17.90
Sassotondo Maremma Ciliegiolo 2019;Sassotondo;Ciliegiolo;DOC Maremma Toscana Ciliegiolo;13.50;2019;Aged in wood;15.49
Guado al Tasso Bolgheri Superiore 2018;Tenuta Guado al Tasso (Antinori);Blend Red;DOC Bolgheri Rosso Superiore;14.50;2018;Aged in barrique;99.00
Geografico Chianti Classico Riserva Montegiachi 2016;Agricoltori del Chianti Geografico;Blend Red;DOCG Chianti Classico Riserva;14.00;2016;Aged in wood;18.90
Cipresso 43 di Roberto Cipresso Punto Vino Rosso 2015;Cipresso 43 di Roberto Cipresso;Blend Red;IGT Toscano o Toscana;13.50;2015;No oak/wood;11.59
Castelgiocondo Rosso di Montalcino Campo ai Sassi 2019;Castelgiocondo (Frescobaldi);Sangiovese;DOC Rosso di Montalcino;14.00;2019;Aged in barrique;13.56
Riecine La Gioia 2016;Riecine;Sangiovese;IGT Toscano o Toscana;13.50;2016;Aged in wood;58.88
Argiano Solengo 2017;Argiano;Blend Red;IGT Toscano o Toscana;14.50;2017;Aged in barrique;65.00
Bibi Graetz Soffocone di Vincigliata 2018;Bibi Graetz;Blend Red;IGT Toscano o Toscana;13.50;2018;Aged in barrique;26.23
Leonardo da Vinci Villa da Vinci San Zio 2018;Cantine Leonardo da Vinci;Sangiovese;IGT Toscano o Toscana;13.00;2018;With passage on wood;15.99
Vallepicciola Chianti Classico Gran Selezione 2016;Vallepicciola;Sangiovese;DOCG Chianti Classico Gran Selezione;14.50;2016;Aged in barrique;35.00
Tenuta Argentiera Bolgheri Rosso Villa Donoratico 2017;Tenuta Argentiera;Blend Red;DOC Bolgheri Rosso;14.50;2017;Aged in barrique;25.00
Vallepicciola Boscobruno Pinot Nero 2017;Vallepicciola;Pinot Nero;IGT Toscano o Toscana;14.00;2017;Aged in barrique;24.50
Poggio al Tesoro Bolgheri Superiore Sondraia 2017;Poggio al Tesoro;Blend Red;DOC Bolgheri Rosso Superiore;15.00;2017;Aged in barrique;55.00
Castello Monsanto Chianti Classico Riserva 2017;Castello Monsanto;Blend Red;DOCG Chianti Classico Riserva;14.00;2017;Aged in wood;22.18
Castello di Radda Chianti Classico 2018;Castello di Radda;Sangiovese;DOCG Chianti Classico;14.50;2018;Aged in wood;14.01
Cantina di Montalcino Rosso di Montalcino 2018;Cantina di Montalcino;Sangiovese;DOC Rosso di Montalcino;13.00;2018;No oak/wood;10.48
Villa Poggio Salvi Brunello Montalcino Cru Pomona 2015;Villa Poggio Salvi;Sangiovese;DOCG Brunello di Montalcino;14.50;2015;Aged in wood;65.00
Canonica a Cerreto Chianti Classico 2016;Canonica a Cerreto;Blend Red;DOCG Chianti Classico;14.00;2016;Aged in barrique;15.71
Cupano Rosso di Montalcino 2017;Cupano;Sangiovese;DOC Rosso di Montalcino;15.00;2017;Aged in wood;42.70
Podere Forte Orcia Petruccino 2017;Podere Forte;Sangiovese;DOC Orcia Rosso;15.00;2017;Aged in barrique;53.68
Castello di Ama Chianti Classico Montebuoni Riserva 2018;Castello di Ama;Blend Red;DOCG Chianti Classico Riserva;13.50;2018;Aged in barrique;27.68
Petra Syrah Colle al Fico 2017;Petra;Syrah;IGT Toscano o Toscana;14.50;2017;Aged in barrique;21.00
La Spinetta Sassontino 2006;La Spinetta;Blend Red;IGT Toscano o Toscana;14.50;2006;Aged in barrique;63.44
Cerbaiona Toscana 2011;Cerbaiona;Blend Red;IGT Toscano o Toscana;15.00;2011;Aged in wood;35.00
Ricasoli 1141 Casalferro 2016;Ricasoli 1141;Merlot;IGT Toscano o Toscana;14.50;2016;Aged in barrique;40.00
Orma Passi di Orma 2018;Podere Orma (Sette Ponti);Blend Red;DOC Bolgheri Rosso;14.00;2018;Aged in barrique;22.90
Cecchi Villa Cerna Chianti Classico Riserva 2016;Cecchi;Blend Red;DOCG Chianti Classico Riserva;14.00;2016;Aged in barrique;18.14
Podere Salicutti Rosso di Montalcino 2015;Salicutti;Sangiovese;DOC Rosso di Montalcino;14.00;2015;Aged in wood;39.26
Col D'Orcia Rosso di Montalcino Banditella Bio 2018;Col d'Orcia;Sangiovese Grosso;DOC Rosso di Montalcino;14.50;2018;Aged in barrique;19.09
Casa di Terra Bolgheri Superiore Maronea 2015;Casa di Terra;Blend Red;DOC Bolgheri Rosso Superiore;14.50;2015;Aged in barrique;34.79
Pietroso Brunello di Montalcino 2016;Pietroso Azienda Agricola;Sangiovese;DOCG Brunello di Montalcino;14.50;2016;Aged in wood;50.73
Colle Massari Montecucco Lombrone Riserva 2015;Colle Massari;Sangiovese;DOCG Montecucco Sangiovese Riserva;14.50;2015;Aged in wood;32.03
Caparzo Brunello di Montalcino Riserva 2012;Caparzo;Sangiovese;DOCG Brunello di Montalcino Riserva;13.00;2012;Aged in wood;57.00
Monteraponi Baron' Ugo 2015;Monteraponi;Blend Red;IGT Toscano o Toscana;13.50;2015;Aged in barrique;58.50
Folonari B.S.T. Cabernet Sauvignon e Merlot 2019;Tenute Folonari;Blend Red;IGT Toscano o Toscana;14.50;2019;No oak/wood;9.89
Riecine Chianti Classico 2019;Riecine;Sangiovese;DOCG Chianti Classico;14.00;2019;Aged in wood;23.50
Cipresso 43 di Roberto Cipresso La Quadratura del Cerchio 2017;Cipresso 43 di Roberto Cipresso;Blend Red;IGT Toscano o Toscana;14.50;2017;Aged in barrique;20.95
Castello dei Rampolla Chianti Classico 2018;Castello dei Rampolla;Blend Red;DOCG Chianti Classico;14.50;2018;Aged in barrique;21.00
Campo Alle Comete Cabernet Sauvignon 2017;Campo alle Comete;Cabernet Sauvignon;IGT Toscano o Toscana;13.50;2017;Aged in barrique;10.00
Barbicaia Nobile di Montepulciano 2016;Barbicaia;Sangiovese Grosso;DOCG Vino Nobile di Montepulciano;14.00;2016;Aged in barrique;18.54
Castello Vicchiomaggio Chianti Classico La Prima 2016;Castello Vicchiomaggio;Blend Red;DOCG Chianti Classico Gran Selezione;14.00;2016;Aged in barrique;42.00
Banfi Sant'Antimo Summus 2016;Banfi;Blend Red;IGT Toscano o Toscana;14.00;2016;Aged in barrique;36.91
Querciabella Camartina 2016;Querciabella;Blend Red;IGT Toscano o Toscana;13.50;2016;Aged in barrique;92.00
Villa Poggio Salvi Tosco 2019;Villa Poggio Salvi;Sangiovese Grosso;IGT Toscano o Toscana;14.50;2019;Aged in wood;8.91
Poliziano Le Stanze 2017;Poliziano;Blend Red;IGT Toscano o Toscana;14.50;2017;Aged in barrique;39.50
Valiano Chianti Classico 6.38 Gran Selezione 2016;Fattoria di Valiano (Tenute Piccini);Blend Red;DOCG Chianti Classico Gran Selezione;14.00;2016;Aged in wood;26.00
Enzo Tiezzi Brunello di Montalcino Vigna Soccorso 2016;Tiezzi;Sangiovese;DOCG Brunello di Montalcino;14.50;2016;Aged in wood;43.36
Casanova di Neri Rosso di Montalcino 2017;Casanova di Neri;Sangiovese;DOC Rosso di Montalcino;14.00;2017;Aged in wood;23.79
Monteraponi Chianti Classico Il Campitello Riserva 2017;Monteraponi;Blend Red;DOCG Chianti Classico Riserva;13.50;2017;Aged in big casks;46.49
Fattoria del Cerro Nobile di Montepulciano Riserva 2015;Tenute del Cerro;Blend Red;DOCG Vino Nobile di Montepulciano Riserva;13.50;2015;Aged in barrique;17.54
Fornacella Brunello di Montalcino 2015;Fornacella;Sangiovese Grosso;DOCG Brunello di Montalcino;15.00;2015;Aged in wood;33.40
Pianirossi Montecucco Sangiovese La Fonte 2016;Pianirossi;Sangiovese;DOCG Montecucco Sangiovese;14.50;2016;Aged in wood;14.03
Poggio Sant'Enrico Nobile di Montepulciano 2010;Carpineto;Sangiovese;DOCG Vino Nobile di Montepulciano;13.50;2010;Aged in wood;42.46
Cecchi Val delle Rose Cabernet Franc Samma 2017;Cecchi;Cabernet Franc;DOC Maremma Toscana Cabernet;14.50;2017;Aged in barrique;23.06
Castello di Nipozzano Mormoreto 2016;Castello di Nipozzano (Frescobaldi);Blend Red;IGT Toscano o Toscana;14.50;2016;Aged in barrique;54.50
Folonari La Fuga Rosso Montalcino 2019;Tenute Folonari;Sangiovese;DOC Rosso di Montalcino;14.50;2019;Aged in wood;13.59
Fattoria della Aiola Chianti Classico Gran Selezione Cancello Rosso 2016;Fattoria della Aiola;Sangiovese;DOCG Chianti Classico Gran Selezione;13.50;2016;Aged in wood;27.05
Piazzano Chianti Riserva 2017;Fattoria di Piazzano;Blend Red;DOCG Chianti Riserva;14.00;2017;No oak/wood;11.24
Castello Romitorio Brunello di Montalcino 2016;Castello Romitorio;Sangiovese;DOCG Brunello di Montalcino;14.50;2016;Aged in wood;55.00
Poggio Nicchiaia Gioya 2016;Poggio Nicchiaia;Blend Red;IGT Toscano o Toscana;14.00;2016;Aged in wood;14.64
Silvio Nardi Chianti Colli Senesi 2019;Tenute Silvio Nardi;Blend Red;DOCG Chianti Colli Senesi;14.50;2019;Aged in wood;7.32
Val di Suga Brunello di Montalcino 2015;Val di Suga (Angelini);Sangiovese Grosso;DOCG Brunello di Montalcino;14.00;2015;Aged in barrique;32.94
San Polo Rosso di Montalcino Bio 2018;San Polo Azienda Agricola;Sangiovese;DOC Rosso di Montalcino;13.50;2018;Aged in wood;17.49
Petra 2008;Petra;Blend Red;IGT Toscano o Toscana;14.50;2008;Aged in barrique;52.46
Campinuovi Montecucco Rosso 2018;Campinuovi;Blend Red;DOC Montecucco Rosso;13.50;2018;Aged in wood;13.42
La Massa Giorgio Primo 2017;La Massa;Blend Red;IGT Toscano o Toscana;14.50;2017;Aged in wood;94.00
La Serena Brunello di Montalcino 2015;La Serena;Sangiovese;DOCG Brunello di Montalcino;14.50;2015;Aged in wood;43.41
Duemani Cifra 2019;Duemani;Cabernet Franc;IGT Costa Toscana;13.50;2019;No oak/wood;25.62
Gaja Brunello di Montalcino Pieve Santa Restituta 2016;Gaja;Sangiovese;DOCG Brunello di Montalcino;14.50;2016;Aged in wood;67.97
Poggio Nicchiaia Mania 2018;Poggio Nicchiaia;Blend Red;IGT Toscano o Toscana;14.00;2018;Aged in wood;11.59
Gualandi Chianti Montebetti 2017;Gualandi;Blend Red;DOCG Chianti Colli Fiorentini;13.50;2017;Aged in wood;8.78
Tenuta di Lilliano Chianti Classico Riserva 2016;Tenuta di Lilliano;Blend Red;DOCG Chianti Classico Riserva;14.50;2016;Aged in barrique;21.96
Fattoria della Aiola Chianti Classico Riserva 2016;Fattoria della Aiola;Blend Red;DOCG Chianti Classico Riserva;13.50;2016;Aged in big casks;17.57
Buondonno Merlot 2017;Buondonno;Merlot;IGT Toscano o Toscana;15.00;2017;Aged in wood;20.50
Folonari Cabreo Black Pinot Nero 2016;Tenute Folonari;Pinot Nero;IGT Toscano o Toscana;15.00;2016;Aged in wood;23.90
Castellare di Castellina Coniale 2016;Castellare di Castellina;Cabernet Sauvignon;IGT Toscano o Toscana;14.00;2016;Aged in barrique;50.33
Capezzana Carmigiano Villa di Capezzana 2017;Capezzana;Blend Red;DOCG Carmignano;14.50;2017;Aged in barrique;17.30
Duemani Cabernet Franc 2017;Duemani;Cabernet Franc;IGT Costa Toscana;14.00;2017;Aged in barrique;126.88
San Felice Vigorello 2016;San Felice;Blend Red;IGT Toscano o Toscana;13.50;2016;Aged in barrique;27.00
Fattoria del Cerro Monterufoli Poggio Miniera Val di Cornia 2012;Villetta di Monterufoli (Tenute del Cerro);Sangiovese;DOCG Val di Cornia Rosso o Rosso della Val di Cornia;14.00;2012;Aged in barrique;28.50
Fontodi Chianti Filetta di Lamole Bio 2017;Fontodi;Sangiovese;DOCG Chianti Classico;14.00;2017;Aged in big casks;25.53
Frescobaldi Ammiraglia Maremma Toscana Terre More 2019;Marchesi Frescobaldi;Blend Red;DOC Maremma Toscana Cabernet;13.50;2019;Aged in barrique;10.86
Carpineto Nobile di Montepulciano Sant'Ercolano 2012;Carpineto;Blend Red;DOCG Vino Nobile di Montepulciano;14.00;2012;Aged in wood;30.34
Castello Monsanto Monrosso 2018;Castello Monsanto;Blend Red;DOCG Chianti;13.50;2018;Aged in wood;9.50
Brancaia Chianti Classico 2019;Brancaia;Sangiovese;DOCG Chianti Classico;13.50;2019;No oak/wood;14.51
